,wall,building,sky,floor,tree,ceiling,road,bed ,windowpane,grass,cabinet,sidewalk,person,earth,door,table,mountain,plant,curtain,chair,car,water,painting,sofa,shelf,house,sea,mirror,rug,field,armchair,seat,fence,desk,rock,wardrobe,lamp,bathtub,railing,cushion,base,box,column,signboard,chest of drawers,counter,sand,sink,skyscraper,fireplace,refrigerator,grandstand,path,stairs,runway,case,pool table,pillow,screen door,stairway,river,bridge,bookcase,blind,coffee table,toilet,flower,book,hill,bench,countertop,stove,palm,kitchen island,computer,swivel chair,boat,bar,arcade machine,hovel,bus,towel,light,truck,tower,chandelier,awning,streetlight,booth,television receiver,airplane,dirt track,apparel,pole,land,bannister,escalator,ottoman,bottle,buffet,poster,stage,van,ship,fountain,conveyer belt,canopy,washer,plaything,swimming pool,stool,barrel,basket,waterfall,tent,bag,minibike,cradle,oven,ball,food,step,tank,trade name,microwave,pot,animal,bicycle,lake,dishwasher,screen,blanket,sculpture,hood,sconce,vase,traffic light,tray,ashcan,fan,pier,crt screen,plate,monitor,bulletin board,shower,radiator,glass,clock,flag
armchair,0.156356436533307,0.05776384018627788,0.10671042740236435,0.1784728620048299,0.005473692007988794,0.1178374752421425,0.05181315691206265,0.0,0.09380971297569364,0.0,0.3130415678024292,0.0732173293850807,0.1224943187501552,0.0428935137093083,0.019247278955909154,0.2508404358264625,0.12355023416421165,0.01787519995444618,0.2570700346017562,0.8673150916402607,0.0,0.011044082567640463,0.07612586036237777,0.7999117657186777,0.17556794658666683,0.07289136954226653,0.14002949048847294,0.19480842315452396,0.3261958500679427,0.05934937490108893,1.0,0.18517962310596836,0.04111434697844361,0.38193855908027013,0.11392633532537938,0.3348468542098999,0.15396540879869708,0.19894361948474643,0.14889268808969072,0.2615848643648132,0.14922199672772754,0.11814649096846153,0.04060408879006755,0.0648526520936849,0.08317709909919944,0.17054486022693563,0.05485794718055897,0.18710782658775557,0.12465437963880628,0.03276735481036626,0.005983848336239756,0.10649942282660955,0.025368099662662312,0.18579772866747066,0.04226961717508789,0.07251397800268815,0.21817205719461275,0.27863482595694183,0.0,0.19354072939657482,0.07691587584200747,0.08381384670833039,0.5051678419113159,0.166620791909562,0.22904566761852274,0.11269183349683447,0.0,0.01634836706865305,0.0969057657562047,0.479295852308357,0.08512361413284324,0.008046071264639701,0.10289405455059877,0.15869939416129406,0.10896092095769246,1.0,0.0,0.09468008681431365,0.0817397278106409,0.11386917372509105,0.05061386582643816,0.23611022994597491,0.0,0.0,0.15073552129768722,0.19320690109338845,0.01956424444543164,0.013862920371636686,0.11163275157167056,0.0,0.017923249716846543,0.0,0.01963508955927929,0.0634766117128346,0.017434742876517837,0.018274647837435962,0.026368225786302647,0.007233044866220259,0.08272242409538466,0.23734600841999054,0.12318391124763649,0.06451935921736662,0.042940418768884214,0.0,0.13087185939795717,0.0,0.24433957434247736,0.034778829132497434,0.2612923344281607,0.1537351484052176,0.5733824761173669,0.012949742688269894,0.16446871198599503,0.1485201261615267,0.14734399749399243,0.14751621203094686,8.843398987762106e-05,0.2499986143231163,0.004560504637038506,0.06643959192168829,0.04040483573942265,0.0,0.0,0.00023006676882070666,0.0017147537737886714,0.09031588435154107,0.061409853887044084,0.09842259916387339,0.08171790914020548,0.005761666721606045,0.09883568843205782,0.15532054596457698,0.11547729907234229,0.0018235248425872387,0.139725121694754,0.053499456710881146,0.00028829144256079854,0.14746688543604525,0.067944550371258,0.16053828303404033,0.08977962575347707,0.08673932333677155,0.0,0.0,0.0007203296249747072,0.14391027893992722,0.13101786937557888,0.18025223262720963,0.0,0.044131447034050565
seat,0.0,0.07847487919458777,0.04411349555991704,0.0,0.06461901787052465,0.05643052915623805,0.1261752317847076,0.19853504339786077,0.012000071491666315,0.10358808073620267,0.06898012980499281,0.045948976374202,0.134073551237647,0.031349856093232424,0.186692215494971,0.19539729869044853,0.16928070200778508,0.0,0.09097055450673626,0.2482656586887514,0.2213656627284224,0.05722091013804116,0.029476247392174557,0.1792346953645252,0.05884460234263259,0.0,0.12664471151855916,0.06898001872142308,0.0,0.0,0.18517962310596836,1.0,0.04732863935936976,0.15698601006242702,0.12658257309018064,0.04324417728883919,0.048073399152553285,0.0541862421569064,0.058629539502402725,0.08539357550556229,0.0,0.0,0.0,0.0,0.2154026300161948,0.09121366373431894,0.0,0.0,0.0,0.09233289514544953,0.1118590228762246,0.04568548343845139,0.0,0.0,0.03618092598360639,0.1322312331822956,0.05657274865753059,0.0,0.26284569397011076,0.08508235546459188,0.1348569866489308,0.08675843039553516,0.04928280637011343,0.19007917673453642,0.05644062288324875,0.06595129489750541,0.06720373239937875,0.058542151257740094,0.18204862366399002,0.1875623095549646,0.03132943438879015,0.11894834911286968,0.04365784443877676,0.1929838651740392,0.035895057466186764,0.36049647468066737,0.16257322405813637,0.06506262129049728,0.046819801565549775,0.0,0.05369561127572178,0.12837100221356332,0.12572684792221894,0.18360135727664387,0.08391572228155778,0.0,0.11622506607851578,0.017276917208638453,0.10304037243282564,0.12654485054766101,0.19916884001281907,0.17848428457870724,0.02604254078488156,0.05954952352831221,0.031605758060891664,0.05010515507908161,0.0,0.2158238905505864,0.04556774766143146,0.034636743182431075,0.10891569122253526,0.13900029011651457,0.02364686219841502,0.08401457010234648,0.06718050948525622,0.15162814651934597,0.14840811279790186,0.06643901913361576,0.0873363840316049,0.0,0.16147148708407752,0.09666605718410075,0.0,0.10926694761276413,0.0,0.0,0.03174703229822708,0.15599747543323814,0.10459494355399801,0.04486745664090787,0.13028179824219832,0.09328702773728793,0.16501534402631013,0.02683824537830204,0.034996587820199744,0.039543357474093974,0.05540473545578161,0.06580127653659941,0.15933303342919142,0.10663028840560002,0.1000563969911107,0.06026009987754119,0.0308402034758093,0.21845904964639135,0.02862944491606953,0.05507641739582557,0.1687338663630621,0.06541650324810418,0.0,0.0,0.03175062541576724,0.0,0.1780824676417659,0.12110479975102037,0.0849929220844866,0.0,0.23986351321652755,0.228596587008749,0.08268630613296575,0.0352563067432877
fence,0.4732449694924441,0.43762460350990295,0.13186284808633944,0.21215312728449334,0.06390360152690115,0.0,0.34202362605528225,0.14133078073053948,0.0,0.18194922051616164,0.0,0.0,0.1224369997569827,0.0,0.5684813534872619,0.1742581739500279,0.23159274865713805,0.2776144039178355,0.0,0.07287117111777881,0.13713161741604327,0.0,0.0,0.05853423818471667,0.0,0.37720029655206355,0.16627475970240105,0.0,0.15568256399171201,0.06402076344084613,0.04111434697844361,0.04732863935936976,1.0,0.06387180332215966,0.2391860841327546,0.0,0.0,0.0,1.0,0.0,0.17723928426509536,0.16579473378290635,0.00915586613330264,0.23236775398254395,0.1460273829522293,0.07390127074562271,0.034410175222591745,0.15309934663332736,0.20489691655202633,0.1662085891274825,0.10941170267368408,0.1202710945553396,0.016074795511054576,0.26047293731975985,0.0,0.11777848230628923,0.12553383349902553,0.12845754676639673,0.525452763218347,0.3324878128889762,0.19598631278327988,0.4625280797481537,0.0,0.23669804538462808,0.1113355967036886,0.0,0.10402448879495221,0.026821503966556193,0.30587183142289726,0.09805266988227145,0.0,0.13945765582055641,0.11984577274425871,0.241021758927769,0.0,0.1517473207589323,0.15304343751477414,0.0,0.0,0.16467754647040966,0.0,0.18138858572929714,0.04563593081176529,0.17065004727831012,0.39006271958351135,0.1327194541643762,0.10931323226664051,0.06367385965934196,0.07436317031298764,0.07638063731018913,0.15362318831362812,0.2073544335051387,0.0,0.0,0.12034941273025736,0.12691326556907745,0.014097699914994839,0.06435955264598442,0.0,0.0,0.1577232305436896,0.10341001688575405,0.0466953895104073,0.08517626372018985,0.32079017162323,0.03751807833461684,0.35535008937960083,0.0,0.04985973370342104,0.2162433322672234,0.0571170068492957,0.07797848831691957,0.16390652046607773,0.2697803414169383,0.34994263023948535,0.1177410476131293,0.02667766507325285,0.05783259056202427,0.10470985442300343,0.0,0.13018555953938235,0.03247621135083998,0.15993369425241255,0.0567274558488514,0.0037399906374547946,0.0,0.22122335398436382,0.0,0.2375703497008527,0.10191678095807197,0.1963795714395501,0.0,0.18726989478695205,0.1085536103488783,0.0,0.04908269971708616,0.09247929496000956,0.0,0.0,0.09585051340429405,0.0,0.1276853262296,0.15298623489707522,0.0798623606153649,0.0041045827749967324,0.1448183630521788,0.21814373408422386,0.26064617453863254,0.09816992249257545,0.0
desk,0.2908683447855272,0.23925851555716945,0.12233298236335415,0.35848616343558154,0.0,0.11435096983316881,0.14598987371586403,0.37975422981095874,0.01968619678604192,0.00791842968447286,0.6218025451345629,0.08365430802924459,0.2383505405892756,0.021076641321050266,0.0,0.3492757943083823,0.15863139712537253,0.09729102720924701,0.32713356614112854,0.6317023634910583,0.06356215439246303,0.018212015829541763,0.06098275569320998,0.597258448600769,0.24313770542113589,0.2333095250146729,0.13376391060220882,0.2033526751700421,0.33566349744796753,0.0777324576515196,0.38193855908027013,0.15698601006242702,0.06387180332215966,1.0,0.12196529142522101,0.4812536717333646,0.19540468189115073,0.21145730868137802,0.08652366908915875,0.15064484740759013,0.18419193876845277,0.36168933164573985,0.04273955301181,0.12921101251292405,0.2637754808001887,0.8889053463935852,0.056481455714057036,0.2528795057837088,0.08269194476813997,0.0,0.13837060209333255,0.05714751736182406,0.02641752304445256,0.3068170383434282,0.052562478770368286,0.1650537154085987,0.28699653324680874,0.26182730815878297,0.05735543272949611,0.267634755524711,0.08010659557852168,0.179028218581958,0.6447753366727671,0.14367815773037093,0.29715136533123854,0.11862907028716303,0.008934147855537816,0.0,0.14337954694737054,0.4618363082408905,0.08875846110777613,0.09895411196044077,0.1505042244227399,0.26358924413785706,0.23974806567650261,0.5577457806380103,0.05294533045411952,0.11288574157997718,0.19429076954032945,0.05710289024268757,0.15618905946704273,0.33681367010296526,0.00224926182216174,0.05776903842222414,0.2706504217257294,0.20221979118220262,0.0,0.0,0.8225151896476746,0.053355793175848445,0.12552718852311084,0.13680767960273527,0.04368308984062621,0.11350726818150966,0.036268330391376606,0.055506195432058196,0.0434688730137706,0.08387599920460792,0.13534926452177481,0.5004275992021319,0.21601932140800117,0.11275883983364844,0.083898606670687,0.052097570311599506,0.25810639833329346,0.0007732447042618425,0.19832335689744918,0.035878492516295685,0.0758300798613215,0.2809463471288134,0.4566645920276642,0.0,0.2639151054272884,0.14839640779851793,0.19900059384985028,0.2627255486759761,0.0,0.2653401792049408,0.07780117491948757,0.09522416103205435,0.178695282545755,0.0008746733787832536,0.044640775716726463,0.09657264512952152,0.0,0.09865492154586875,0.10100619325930676,0.13265713239403518,0.1438705785250565,0.10156430090402577,0.3011008259864161,0.07368296968917953,0.1496027803531091,0.03539444463649329,0.09206963775819998,0.0,0.026496970106299457,0.23316199747256672,0.0,0.18037277948891903,0.0684038671086301,0.25146392573383597,0.05637080659594208,0.017181942440121032,0.0,0.2822319108213171,0.19876493079890928,0.292140602160897,0.09946923800242578,0.04299809578556415
rock,0.3273356559172934,0.22223578166086846,0.1603744494013005,0.2510023985615289,0.23549944482704432,0.17929269333512593,0.31705041270460715,0.20240281857037648,0.029761998569861715,0.24569074156016452,0.13182258983345507,0.2283448127501884,0.17009712839170404,0.413898184092007,0.19175332073239632,0.0,0.0,0.16231467435728428,0.17614972302699297,0.17738395071427693,0.19154611827633847,0.25615588630992564,0.22141769876229878,0.14528409654749314,0.19794856960715548,0.29609471573157203,0.2689848519481764,0.15840301652884825,0.13537600060906874,0.16249694525496677,0.11392633532537938,0.12658257309018064,0.2391860841327546,0.12196529142522101,1.0,0.15914141068379237,0.10553136466182808,0.1518756076334033,0.17572526577679728,0.12484777655464392,0.24006935876403626,0.2069294237503278,0.08437091971419816,0.008580403078771146,0.11777988269586537,0.13134254321459388,0.295879660512242,0.2055105495772951,0.1685875573193681,0.17294051954533168,0.0742690131552364,0.028098440929105545,0.12158451504675148,0.23399179020829244,0.15658531969995665,0.0,0.0717450028389532,0.18217596221728174,0.21960989645144072,0.2403890760667806,0.0,0.2709699072493719,0.11523726355785328,0.11101656593633512,0.0692458625764789,0.13389831433418914,0.20537752810535315,0.16440494731176275,0.0,0.1699568228773311,0.1312361840599,0.11392981959351185,0.09971820660655595,0.0,0.15072878275130197,0.19180686930096116,0.21328276643090138,0.25289859664010583,0.22493838137303424,0.03647382364460787,0.1275354749678583,0.10954897580578629,0.18140426324613151,0.22035463650152173,0.26404301413110526,0.1183223268724442,0.07882845882878577,0.06257779991597588,0.12352286561118082,0.13683670454150632,0.1474169219781847,0.32178665829275904,0.14248308286845493,0.23098008125947567,0.0848610197291573,0.012473333023880784,0.0332284288490128,0.0798067078637266,0.1660120743808306,0.15027818235057014,0.11132991905960549,0.0,0.04452138383914577,0.1402353436062435,0.22380459897728605,0.16603996582162614,0.1781183219306623,0.09860782082825767,0.01672498881816864,0.2589107810306946,0.17189548790201545,0.16142077423319953,0.1289060200746363,0.23586535367833414,0.2454628073420264,0.1963166867507003,0.0,0.21861252080219412,0.11149882713464604,0.22007126230353843,0.14785358213114705,0.17104676532592974,0.2133230307491965,0.0784862923024137,0.061601099875294524,0.21062922507930887,0.2180139929546144,0.15781767609441508,0.2463166098255753,0.05984207451681764,0.1569471379545491,0.17072943406036606,0.19296025079477802,0.16172918064658717,0.032088311807148405,0.13895726397912583,0.19928253174582405,0.10697454405894252,0.0,0.33424020298799956,0.22502491166378644,0.14334438041627867,0.17243645752688938,0.05952082750345863,0.11254396647812194,0.17595692060583235,0.18903955817222595,0.19026425367593658,0.08704919295232862,0.16991673250167044
wardrobe,0.14924099684848569,0.1547550347345031,0.06572079346222981,0.1844825640665863,0.0246035750887353,0.0,0.1198612546515996,0.3893710672855377,0.0,0.031112318016363997,0.8331479430198669,0.0,0.14281450589947614,0.0,0.08545861678585963,0.16274012551970884,0.11907482064634431,0.05127884155629386,0.7334902882575989,0.398164953620085,0.10867997529991316,0.0,0.0,0.5625107794999339,0.0,0.18233404807231518,0.11333157050565028,0.0,0.3964799195648343,0.012676959223751304,0.3348468542098999,0.04324417728883919,0.0,0.4812536717333646,0.15914141068379237,1.0,0.0,0.0,0.0,0.0,0.08604378616800258,0.2373799650271746,0.0038720907213308543,0.011925246749032377,0.36786512084854894,0.272311333848803,0.011466421477288059,0.18609183426663622,0.06554635230160148,0.09892372591831682,0.20022146385140993,0.027195075098038448,0.0029175490947941263,0.17516793653027968,0.0,0.08954999887074193,0.10963952905229667,0.17305267318414644,0.17320915321996005,0.235675324475451,0.044924394085192144,0.06436026971561211,0.9191561937332153,0.09055174062281302,0.1117422044383452,0.0,0.07799653673161887,0.03714773371909376,0.08405168279526176,0.34842836472827843,0.0,0.18513649886119926,0.025017741748650922,0.22328210606360485,0.0,0.3780733964698993,0.09707810321434159,0.0,0.0,0.04212666623865145,0.0,0.2912920764926311,0.03735811639742609,0.09931180921763338,0.12016442742960505,0.1905949062977736,0.06593580650225633,0.033861945983498204,0.2245801218310721,0.08965071921601428,0.08876394830794612,0.07601021174269545,0.0,0.0,0.0216875812375058,0.053459970108230864,0.007217016113202467,0.1525520111615485,0.0,0.4858432710170746,0.14410067868577073,0.11319117941420447,0.04478541528246541,0.09227735755117551,0.09441493860893295,0.03573006081568854,0.2131376090995814,0.0,0.1334285570250256,0.1377030794043473,0.31983440832713506,0.03840444021998002,0.21116678032570077,0.10943457728181816,0.14479656321634493,0.3294321718818186,0.0,0.1579586936333973,0.14505958043718692,0.0,0.1354721051525829,0.02170668245528482,0.1967375477287101,0.04309122433871591,0.006531338837777547,0.0,0.09395807878448913,0.0,0.08832003518791766,0.17494177095480554,0.19177738058626542,0.0,0.08673453595834944,0.1317914387274616,0.0,0.10688008643016451,0.06600946063768065,0.0,0.0,0.23437274625383236,0.0,0.12032498578289065,0.06750415393934359,0.04621138278891351,0.0027828444864240976,0.22735707525321722,0.24658762914292395,0.183964562347621,0.13362905290772722,0.0
lamp,0.2668641436828134,0.1707740338982204,0.13655129925930823,0.1829489930066204,0.03906903173393129,0.0,0.12409693516693823,0.19760121166356198,0.0,0.06399490513479064,0.0,0.0,0.11217192676556914,0.0,0.09447259149610489,0.24782162261267007,0.10080457318331844,0.13730146371700772,0.0,0.18196620653571996,0.167441782614285,0.0,0.0,0.19502054140040892,0.38563272356987,0.16023542811165256,0.1472362919289891,0.5432976484298706,0.2722571201076775,0.03145358795033764,0.15396540879869708,0.048073399152553285,0.0,0.19540468189115073,0.10553136466182808,0.0,1.0,0.0,0.0,0.36569932103157043,0.15840470001409893,0.2717128337336305,0.008088030649357678,0.20368678510960897,0.2173274241761479,0.11284282183636021,0.020557220498361263,0.18703880017888092,0.08587564308639692,0.10334671672854137,0.18402311467641416,0.02112020751218832,0.009525736798389786,0.1481084637829507,0.0,0.10410829108808693,0.1587729724775791,0.20042672704074777,0.19760189232945566,0.2594726198141298,0.07292339162410745,0.19161131381687246,0.0,0.155798339478958,0.16290523798839424,0.0,0.10731968945880521,0.02430981067984517,0.13537023221378974,0.14195974231472233,0.0,0.21589796197015357,0.10561201590373649,0.1814285742103619,0.2361208200454712,0.28328399965362056,0.1335803145137789,0.0,0.2999110216471194,0.043264601872197425,0.0,0.27686039473354696,0.1109217399883052,0.15215780109184388,0.2803655645716845,0.33766640875924364,0.07500747988243436,0.60994063632979,0.09788861210811302,0.1589479600874711,0.14620752632213876,0.06350422490677128,0.0,0.0,0.0253269232961553,0.04377282555091793,0.006978982939887704,0.15077495136445201,0.0,0.0,0.13775024570011277,0.10750704013027873,0.044916539652028555,0.12055124366081182,0.3219277666868612,0.028683295058399425,0.35106708121406904,0.0,0.06876952366129414,0.1274968380040166,0.16800909240973885,0.0582490407940208,0.24356635552969608,0.1661726006350975,0.16475867288942753,0.21822398937193685,0.0,0.1517270588134335,0.19439199896654044,0.0,0.1193581400947618,0.022416647232707004,0.19687700685839868,0.04784238627897975,0.009824672905920678,0.0,0.12310881054868524,0.0,0.11689924402009949,0.15665831101236216,0.26746842258596565,0.0,0.23022489629342777,0.13867479432488974,0.0,0.2319602368547415,0.1920079741605485,0.0,0.0,0.28800740136258174,0.0,0.1885645474965216,0.2504577458140749,0.10228519852607745,0.003296374306110349,0.18240289132199927,0.3402248756697651,0.4295064981054503,0.31687333183225974,0.0
bathtub,0.22061335922593683,0.14792044563582996,0.07979705228593939,0.25413692561352047,0.01891309399429697,0.0,0.06568805164320292,0.309916590697708,0.0,0.06479196427983065,0.0,0.0,0.13237468164090874,0.0,0.0978826526859091,0.18573296089125735,0.1269797000160622,0.060391773220189654,0.0,0.1984169696106253,0.18626396819839403,0.0,0.0,0.2733107017128464,0.0,0.16699887457006085,0.20231610049901383,0.0,0.28410906061590346,0.0,0.19894361948474643,0.0541862421569064,0.0,0.21145730868137802,0.1518756076334033,0.0,0.0,1.0,0.0,0.0,0.08007671298777785,0.2744744453730018,0.005981932821017006,0.01974433246304111,0.24706065245069234,0.13164432221612135,0.028092571106549526,0.3402073849864546,0.07971454346875943,0.13310965274484407,0.28896566558075487,0.03005098759686998,0.0035020326525065887,0.2407222386633184,0.0,0.09302912882784715,0.1445228663686412,0.23304662704508716,0.19687533525877485,0.34352494687928986,0.17345899558367842,0.16822666543937437,0.0,0.17204898921941617,0.1321906730472777,0.0,0.07232157794720652,0.014243511884315174,0.08687023119834004,0.14976717102541176,0.0,0.23691432871427756,0.0779869467440393,0.23106729293643902,0.0,0.2918887759599481,0.19083249742807037,0.0,0.0,0.09125082702825811,0.0,0.4413094598702323,0.030495675338942613,0.1752414149432434,0.17472915861063928,0.18385387575751624,0.07310064741392268,0.06185762498979997,0.07360185821466587,0.0895685947809663,0.17324567459709161,0.044455587186366656,0.0,0.0,0.019075050076770055,0.09059654736878169,0.01072880862786335,0.1437487286994873,0.7232578992843628,0.0,0.0974309601292788,0.04737449634310948,0.03870989437765422,0.0950584580851719,0.3746020998793596,0.018372249137909965,0.21741352125186567,0.0,0.12985517290708212,0.3278668942393015,0.17231323957322486,0.06467628486465157,0.3295175719369598,0.34259112350441956,0.12976546583000823,0.2738029858160095,0.0681280647198335,0.13531764760441004,0.18936760274822956,0.0,0.10067296898244578,0.019705958048809983,0.2429855531050162,0.02634032659374578,0.011530397497158977,0.6482563614845276,0.1265400636146884,0.22986148297786713,0.21820753722873854,0.2741766379442035,0.20593435327731102,0.0,0.16007876636020593,0.10811205535619546,0.0,0.36901270720679896,0.05476215629241901,0.36311447620391846,0.0,0.161271834528946,0.0,0.13653994718660942,0.1253768343555091,0.041467531184033506,0.003928980946624016,0.40065956191843394,0.3306881881375994,0.3342128037357575,0.15224587206267137,0.0
railing,0.4652977589120325,0.35607558488845825,0.11298138260280274,0.24776424911092568,0.0398495548453154,0.0,0.17876151201847265,0.14892827071174705,0.0,0.10272431898086753,0.0,0.0,0.08852792803993491,0.0,0.5380463355960377,0.18325795921257562,0.15999533857560685,0.12508869947512527,0.0,0.09853749381365805,0.08084943619402743,0.0,0.0,0.0896926444520544,0.0,0.23505860012337398,0.13796691347774093,0.0,0.13223097197338118,0.017480193843717524,0.14889268808969072,0.058629539502402725,1.0,0.08652366908915875,0.17572526577679728,0.0,0.0,0.0,1.0,0.0,0.15364298398868032,0.09961325985111642,0.010495284900193405,0.27200019359588623,0.2041383022073203,0.07689320270315612,0.02427973695531819,0.20580716347928632,0.23298896859697854,0.20894728075379151,0.10820834501018256,0.12760044218134275,0.011606567623974688,0.3219707481166059,0.0,0.0687482088925583,0.12649465254374356,0.12759576608222029,0.4910436508106863,0.5297604163420118,0.15958285700230826,0.4128066897392273,0.0,0.23074321498954406,0.11712289938319759,0.0,0.06379397325876794,0.012335227255058208,0.2008941971741019,0.1053823475183223,0.0,0.14085520102372276,0.09861940090312922,0.1803193096564829,0.0,0.20906053849093187,0.13751096762676007,0.0,0.0,0.17658925413819188,0.0,0.23215818461394408,0.037606568149888234,0.10798173739443995,0.3987742066383362,0.17997901812597428,0.11879746664723291,0.06863998185389525,0.06282841128567804,0.035835838281699554,0.1400749374832678,0.1108479454429828,0.0,0.0,0.03634442416755355,0.2490402464313232,0.020147674814646452,0.10872580948605665,0.0,0.0,0.1483579164234753,0.0882118991326379,0.020620479833855784,0.09335028461902305,0.3290289342403412,0.02533984341924921,0.3696485309990648,0.0,0.12379221529057559,0.17645279043451392,0.07966842341974854,0.06835779347985717,0.14808299904717953,0.28296074002237015,0.26822745289961303,0.07763833816182858,0.03735203465738131,0.07555770339494233,0.07722351377387163,0.0,0.06322229983358055,0.025366195199202655,0.10321797080214552,0.01883560855342831,0.002191661702173411,0.0,0.07741977072920206,0.0,0.14860514071096415,0.10092165622858972,0.15954058105376784,0.0,0.18339676301633345,0.11121050710964943,0.0,0.05324017195045281,0.0712799308867837,0.0,0.0,0.07241122723532165,0.0,0.09983213034863937,0.1224089108747169,0.035412355783113,0.0035354324964159936,0.1785071816735727,0.2613392277723715,0.2868316055772829,0.07646392976456702,0.0
cushion,0.20294896804672752,0.06344135480574946,0.07104564243440252,0.1967202336485663,0.023607131929414125,0.0,0.12877126464253055,0.25277370189943826,0.0,0.08741312579699721,0.0,0.0,0.07078283407610611,0.0,0.06350336551832896,0.21495953391469613,0.11233736232759522,0.07270414278311127,0.0,0.24085393560708035,0.11518801535370558,0.0,0.0,0.25363908614608294,0.3298023045063019,0.07489361245448337,0.1382435642498223,0.3124820291996002,0.4131248082138174,0.024000723647447073,0.2615848643648132,0.08539357550556229,0.0,0.15064484740759013,0.12484777655464392,0.0,0.36569932103157043,0.0,0.0,1.0,0.1768921455749146,0.20949825670320668,0.005780153280987388,0.0,0.2416473704632863,0.10440484577780555,0.025631860767421962,0.17972961536644871,0.027011280103002723,0.08252771047801719,0.09930833082680601,0.03987874207429099,0.005989356360197672,0.1296985814061527,0.0,0.10647560422134664,0.14026998093737583,0.3612158235916334,0.13018587194128928,0.16119159516077047,0.06704054526860172,0.09708990993497524,0.0,0.09983952798990238,0.13952208764633695,0.0,0.11269174354023885,0.013657469053023338,0.12399838596161614,0.19337461292383457,0.0,0.12202647561255098,0.12074962930311828,0.12534431571511856,0.12714137136936188,0.3692225366555427,0.12993322280450445,0.0,0.24732356769427266,0.017034656320049392,0.0,0.3370794674589868,0.04153049811065289,0.10896162316014556,0.10393136311006713,0.1721338890886609,0.08387080987985115,0.0,0.05019754707284906,0.10147589072594441,0.1447192139224427,0.09444060573054268,0.0,0.0,0.049748121229885985,0.057525928910324264,0.00465639714426048,0.2483300958723082,0.0,0.0,0.06898470909063809,0.07496401137513663,0.03510642728969385,0.07466258129679638,0.1563123212884345,0.042515505971352625,0.31776313406387874,0.0,0.16306501143063062,0.13683842040690122,0.21057791351748817,0.06106889655023661,0.39762237436194775,0.15671022485739453,0.15571785445059091,0.32207115780060835,0.0060376664941635275,0.21874302214668903,0.105955372668053,0.0,0.08530751850664989,0.025892561621754216,0.16196435466229514,0.011822548070023182,0.0048371012530694065,0.0,0.11561270760320351,0.0,0.0910136725919555,0.09569941269791021,0.15587772181983972,0.0,0.11675544342707539,0.11372862643360858,0.0,0.1696767873068106,0.07226409557850638,0.0,0.0,0.18909211330666134,0.0,0.102300074081461,0.22760379085963212,0.05419405938852425,0.003921185193943347,0.1635536158772887,0.2213470566324309,0.2514593741744077,0.19663359818273365,0.0
base,0.0,0.3209018189682527,0.04918336373017958,0.0,0.15278152864864383,0.18528157544084542,0.23960323674974532,0.17937678761329315,0.015999936195459277,0.152122598401741,0.16219953013235508,0.06040878657032957,0.14457157148396146,0.09753615466763643,0.1870874542362399,0.18262181760148796,0.1960093890092875,0.0,0.14798302863950274,0.15806468289105555,0.1972678388183702,0.06585958103041518,0.10229368394124294,0.13913162575966018,0.2000966017007069,0.0,0.23953347185842747,0.1601123380241036,0.0,0.0,0.14922199672772754,0.0,0.17723928426509536,0.18419193876845277,0.24006935876403626,0.08604378616800258,0.15840470001409893,0.08007671298777785,0.15364298398868032,0.1768921455749146,1.0,0.0,0.0,0.028782296952394745,0.21509463240265866,0.2692613753245856,0.0,0.0,0.0,0.12456462464642105,0.1404104120619231,0.021124373905677705,0.0,0.0,0.09952779027736337,0.14329916702871434,0.05267516196923047,0.0,0.22657572977564686,0.15760193574693723,0.10524797430087843,0.26929211614184334,0.10957419723045884,0.13751795038082187,0.05340456856701088,0.11425408488658798,0.15673752389091503,0.11359232266084966,0.2050840847565065,0.19843571660058465,0.1503988682739319,0.1745879719286278,0.05209416609635879,0.25275791202,0.12914215639347543,0.2087674250215184,0.1916347091833717,0.14656201818225684,0.16330369694125527,0.0,0.13774479023355987,0.1425920723185537,0.14236356154623409,0.1754404173889907,0.3036090622834055,0.0,0.13139971351645607,0.008783173352938085,0.1000962505212891,0.18459969140472376,0.16632253955223528,0.11340238036777378,0.06181771729599511,0.15722461803127413,0.03420280597691731,0.017759021647025582,0.0,0.12948611997877416,0.1177413161618316,0.0788324083726468,0.08747900419871478,0.09440202842321212,0.008960598311140183,0.18902929113656095,0.16024754362168298,0.08057144781208622,0.25927931197967247,0.05215246175614638,0.002477428410202265,0.0,0.14224253885336344,0.19299379451875553,0.0,0.15085539096559478,0.0,0.0,0.0,0.17551009528480918,0.18115837452860187,0.16733001091698096,0.15630670728994464,0.11188875588732777,0.23067865723372463,0.03890020350629721,0.05955347890156566,0.17189669739659882,0.11717967872657062,0.08617216824468514,0.17303011583535824,0.12002511021354213,0.17386615705838676,0.12721452960533847,0.12488557173635846,0.15566858930476196,0.14511499043827855,0.1684770642315453,0.1857521687085983,0.16574601588891238,0.0,0.0,0.12514193390890618,0.0,0.34556742219425346,0.1276392602499601,0.06911464876747589,0.0,0.2080370392408628,0.26802056555866416,0.15741481592185588,0.15152301314176558
